"                                                                                                                                                        Address: An Der Ochsenwiese  3
                                                                                                                                                            55124 Mainz, GERMANY
                                                                                                                                                            Email: sales@gemahvoip.de
                                                                                                                                                            Website: www.gemahvoip.de
                                                                                                                                                            Telephone: +49 6131 488 3951",,,"STANDARD PRICELIST                                                               All prices mentioned in this pricelist are exclusive of VAT. All destinations billing increment 1/1.                 Haiti, Kiribati, Mexico, Nauru, Niue, Papua New Guinea, Samoa, Suriname, Tonga, Vanuatu - 60/60                                                                 Gambia - 60/1                                                                Effective from 21 March 2017",,
Thailand Mobile True Move,6697298,0.0042,1,1,00
Thailand Mobile True Move,6697254,0.0042,1,1,00
Thailand Mobile True Move,6697257,0.0042,1,1,00
Thailand Mobile True Move,6697258,0.0042,1,1,00
Thailand Mobile True Move,6697259,0.0042,1,1,00
Thailand Mobile True Move,6697260,0.0042,1,1,00
Thailand Mobile True Move,6697261,0.0042,1,1,00
Thailand Mobile True Move,6697262,0.0042,1,1,00
Thailand Mobile True Move,6697263,0.0042,1,1,00
Thailand Mobile True Move,6697264,0.0042,1,1,00
Thailand Mobile True Move,6697265,0.0042,1,1,00
Thailand Mobile True Move,6697267,0.0042,1,1,00
Thailand Mobile True Move,6697268,0.0042,1,1,00
Thailand Mobile True Move,6697256,0.0042,1,1,00
Thailand Mobile True Move,6697301,0.0042,1,1,00
Thailand Mobile True Move,6697302,0.0042,1,1,00
Thailand Mobile True Move,6697303,0.0042,1,1,00
Thailand Mobile True Move,6697335,0.0042,1,1,00
Thailand Mobile True Move,6697336,0.0042,1,1,00
Thailand Mobile True Move,6697337,0.0042,1,1,00
Thailand Mobile True Move,6697338,0.0042,1,1,00
Thailand Mobile True Move,6697339,0.0042,1,1,00
Thailand Mobile True Move,6697340,0.0042,1,1,00
Thailand Mobile True Move,6697341,0.0042,1,1,00
Thailand Mobile True Move,6697342,0.0042,1,1,00
Thailand Mobile True Move,6697343,0.0042,1,1,00
Thailand Mobile True Move,6697345,0.0042,1,1,00
Thailand Mobile True Move,6697346,0.0042,1,1,00
Thailand Mobile True Move,6697334,0.0042,1,1,00
Thailand Mobile True Move,6697347,0.0042,1,1,00
Thailand Mobile True Move,6697349,0.0042,1,1,00
Thailand Mobile True Move,6697350,0.0042,1,1,00
Thailand Mobile True Move,6697351,0.0042,1,1,00
Thailand Mobile True Move,6697352,0.0042,1,1,00
Thailand Mobile True Move,6697353,0.0042,1,1,00
Thailand Mobile True Move,6697354,0.0042,1,1,00
Thailand Mobile True Move,6697356,0.0042,1,1,00
Thailand Mobile True Move,6697357,0.0042,1,1,00
Thailand Mobile True Move,6697358,0.0042,1,1,00
Thailand Mobile True Move,6697359,0.0042,1,1,00
Thailand Mobile True Move,6697360,0.0042,1,1,00
Thailand Mobile True Move,6697348,0.0042,1,1,00
Thailand Mobile True Move,6697241,0.0042,1,1,00
Thailand Mobile True Move,6697332,0.0042,1,1,00
Thailand Mobile True Move,6697330,0.0042,1,1,00
Thailand Mobile True Move,6697304,0.0042,1,1,00
Thailand Mobile True Move,6697305,0.0042,1,1,00
Thailand Mobile True Move,6697306,0.0042,1,1,00
Thailand Mobile True Move,6697307,0.0042,1,1,00
Thailand Mobile True Move,6697308,0.0042,1,1,00
Thailand Mobile True Move,6697309,0.0042,1,1,00
Thailand Mobile True Move,6697310,0.0042,1,1,00
Thailand Mobile True Move,6697312,0.0042,1,1,00
Thailand Mobile True Move,6697313,0.0042,1,1,00
Thailand Mobile True Move,6697314,0.0042,1,1,00
Thailand Mobile True Move,6697315,0.0042,1,1,00
Thailand Mobile True Move,6697331,0.0042,1,1,00
Thailand Mobile True Move,6697316,0.0042,1,1,00
Thailand Mobile True Move,6697318,0.0042,1,1,00
Thailand Mobile True Move,6697319,0.0042,1,1,00
Thailand Mobile True Move,6697320,0.0042,1,1,00
Thailand Mobile True Move,6697321,0.0042,1,1,00
Thailand Mobile True Move,6697323,0.0042,1,1,00
Thailand Mobile True Move,6697324,0.0042,1,1,00
Thailand Mobile True Move,6697325,0.0042,1,1,00
Thailand Mobile True Move,6697326,0.0042,1,1,00
Thailand Mobile True Move,6697327,0.0042,1,1,00
Thailand Mobile True Move,6697328,0.0042,1,1,00
Thailand Mobile True Move,6697329,0.0042,1,1,00
Thailand Mobile True Move,6697317,0.0042,1,1,00
Thailand Mobile True Move,6697240,0.0042,1,1,00
Thailand Mobile True Move,6697239,0.0042,1,1,00
Thailand Mobile True Move,6697238,0.0042,1,1,00
Thailand Mobile True Move,6697149,0.0042,1,1,00
Thailand Mobile True Move,6697150,0.0042,1,1,00
Thailand Mobile True Move,6697151,0.0042,1,1,00
Thailand Mobile True Move,6697152,0.0042,1,1,00
Thailand Mobile True Move,6697153,0.0042,1,1,00
Thailand Mobile True Move,6697154,0.0042,1,1,00
Thailand Mobile True Move,6697156,0.0042,1,1,00
Thailand Mobile True Move,6697157,0.0042,1,1,00
Thailand Mobile True Move,6697158,0.0042,1,1,00
Thailand Mobile True Move,6697159,0.0042,1,1,00
Thailand Mobile True Move,6697160,0.0042,1,1,00
Thailand Mobile True Move,6697148,0.0042,1,1,00
Thailand Mobile True Move,6697161,0.0042,1,1,00
Thailand Mobile True Move,6697163,0.0042,1,1,00
Thailand Mobile True Move,6697164,0.0042,1,1,00
Thailand Mobile True Move,6697165,0.0042,1,1,00
Thailand Mobile True Move,6697167,0.0042,1,1,00
Thailand Mobile True Move,6697168,0.0042,1,1,00
Thailand Mobile True Move,6697169,0.0042,1,1,00
Thailand Mobile True Move,6697170,0.0042,1,1,00
Thailand Mobile True Move,6697171,0.0042,1,1,00
Thailand Mobile True Move,6697172,0.0042,1,1,00
Thailand Mobile True Move,6697173,0.0042,1,1,00
Thailand Mobile True Move,6697174,0.0042,1,1,00
Thailand Mobile True Move,6697162,0.0042,1,1,00
Thailand Mobile True Move,6697175,0.0042,1,1,00
Thailand Mobile True Move,6697147,0.0042,1,1,00
Thailand Mobile True Move,6697145,0.0042,1,1,00
Thailand Mobile True Move,6697118,0.0042,1,1,00
Thailand Mobile True Move,6697119,0.0042,1,1,00
Thailand Mobile True Move,6697120,0.0042,1,1,00
Thailand Mobile True Move,6697121,0.0042,1,1,00
Thailand Mobile True Move,6697123,0.0042,1,1,00
Thailand Mobile True Move,6697124,0.0042,1,1,00
Thailand Mobile True Move,6697125,0.0042,1,1,00
Thailand Mobile True Move,6697126,0.0042,1,1,00
Thailand Mobile True Move,6697127,0.0042,1,1,00
Thailand Mobile True Move,6697128,0.0042,1,1,00
Thailand Mobile True Move,6697129,0.0042,1,1,00
Thailand Mobile True Move,6697146,0.0042,1,1,00
Thailand Mobile True Move,6697130,0.0042,1,1,00
Thailand Mobile True Move,6697132,0.0042,1,1,00
Thailand Mobile True Move,6697134,0.0042,1,1,00
Thailand Mobile True Move,6697135,0.0042,1,1,00
Thailand Mobile True Move,6697136,0.0042,1,1,00
Thailand Mobile True Move,6697137,0.0042,1,1,00
Thailand Mobile True Move,6697138,0.0042,1,1,00
Thailand Mobile True Move,6697139,0.0042,1,1,00
Thailand Mobile True Move,6697140,0.0042,1,1,00
Thailand Mobile True Move,6697141,0.0042,1,1,00
Thailand Mobile True Move,6697142,0.0042,1,1,00
Thailand Mobile True Move,6697143,0.0042,1,1,00
Thailand Mobile True Move,6697131,0.0042,1,1,00
Thailand Mobile True Move,6696869,0.0042,1,1,00
Thailand Mobile True Move,6697176,0.0042,1,1,00
Thailand Mobile True Move,6697179,0.0042,1,1,00
Thailand Mobile True Move,6697212,0.0042,1,1,00
Thailand Mobile True Move,6697213,0.0042,1,1,00
Thailand Mobile True Move,6697214,0.0042,1,1,00
Thailand Mobile True Move,6697215,0.0042,1,1,00
Thailand Mobile True Move,6697216,0.0042,1,1,00
Thailand Mobile True Move,6697217,0.0042,1,1,00
Thailand Mobile True Move,6697218,0.0042,1,1,00
Thailand Mobile True Move,6697219,0.0042,1,1,00
Thailand Mobile True Move,6697220,0.0042,1,1,00
Thailand Mobile True Move,6697221,0.0042,1,1,00
Thailand Mobile True Move,6697223,0.0042,1,1,00
Thailand Mobile True Move,6697210,0.0042,1,1,00
Thailand Mobile True Move,6697224,0.0042,1,1,00
Thailand Mobile True Move,6697226,0.0042,1,1,00
Thailand Mobile True Move,6697227,0.0042,1,1,00
Thailand Mobile True Move,6697228,0.0042,1,1,00
Thailand Mobile True Move,6697229,0.0042,1,1,00
Thailand Mobile True Move,6697230,0.0042,1,1,00
Thailand Mobile True Move,6697231,0.0042,1,1,00
Thailand Mobile True Move,6697232,0.0042,1,1,00
Thailand Mobile True Move,6697234,0.0042,1,1,00
Thailand Mobile True Move,6697235,0.0042,1,1,00
Thailand Mobile True Move,6697236,0.0042,1,1,00
Thailand Mobile True Move,6697237,0.0042,1,1,00
Thailand Mobile True Move,6697225,0.0042,1,1,00
Thailand Mobile True Move,6697178,0.0042,1,1,00
Thailand Mobile True Move,6697209,0.0042,1,1,00
Thailand Mobile True Move,6697207,0.0042,1,1,00
Thailand Mobile True Move,6697180,0.0042,1,1,00
Thailand Mobile True Move,6697181,0.0042,1,1,00
Thailand Mobile True Move,6697182,0.0042,1,1,00
Thailand Mobile True Move,6697183,0.0042,1,1,00
Thailand Mobile True Move,6697184,0.0042,1,1,00
Thailand Mobile True Move,6697185,0.0042,1,1,00
Thailand Mobile True Move,6697186,0.0042,1,1,00
Thailand Mobile True Move,6697187,0.0042,1,1,00
Thailand Mobile True Move,6697189,0.0042,1,1,00
Thailand Mobile True Move,6697190,0.0042,1,1,00
Thailand Mobile True Move,6697191,0.0042,1,1,00
Thailand Mobile True Move,6697208,0.0042,1,1,00
Thailand Mobile True Move,6697192,0.0042,1,1,00
Thailand Mobile True Move,6697194,0.0042,1,1,00
Thailand Mobile True Move,6697195,0.0042,1,1,00
Thailand Mobile True Move,6697196,0.0042,1,1,00
Thailand Mobile True Move,6697197,0.0042,1,1,00
Thailand Mobile True Move,6697198,0.0042,1,1,00
Thailand Mobile True Move,6697201,0.0042,1,1,00
Thailand Mobile True Move,6697202,0.0042,1,1,00
Thailand Mobile True Move,6697203,0.0042,1,1,00
Thailand Mobile True Move,6697204,0.0042,1,1,00
Thailand Mobile True Move,6697205,0.0042,1,1,00
Thailand Mobile True Move,6697206,0.0042,1,1,00
Thailand Mobile True Move,6697193,0.0042,1,1,00
Thailand Mobile True Move,6695881,0.0042,1,1,00
Thailand Mobile True Move,6695920,0.0042,1,1,00
Thailand Mobile True Move,6695879,0.0042,1,1,00
Thailand Mobile True Move,6691720,0.0042,1,1,00
Thailand Mobile True Move,6691721,0.0042,1,1,00
Thailand Mobile True Move,6691723,0.0042,1,1,00
Thailand Mobile True Move,6691724,0.0042,1,1,00
Thailand Mobile True Move,6691725,0.0042,1,1,00
Thailand Mobile True Move,6691726,0.0042,1,1,00
Thailand Mobile True Move,6691727,0.0042,1,1,00
Thailand Mobile True Move,6691728,0.0042,1,1,00
Thailand Mobile True Move,6691729,0.0042,1,1,00
Thailand Mobile True Move,6691730,0.0042,1,1,00
Thailand Mobile True Move,6691731,0.0042,1,1,00
Thailand Mobile True Move,6691719,0.0042,1,1,00
Thailand Mobile True Move,6691732,0.0042,1,1,00
Thailand Mobile True Move,6691735,0.0042,1,1,00
Thailand Mobile True Move,6691736,0.0042,1,1,00
Thailand Mobile True Move,6691737,0.0042,1,1,00
Thailand Mobile True Move,6691738,0.0042,1,1,00
Thailand Mobile True Move,6691739,0.0042,1,1,00
Thailand Mobile True Move,6691740,0.0042,1,1,00
Thailand Mobile True Move,6691741,0.0042,1,1,00
Thailand Mobile True Move,6691742,0.0042,1,1,00
Thailand Mobile True Move,6691743,0.0042,1,1,00
Thailand Mobile True Move,6691745,0.0042,1,1,00
Thailand Mobile True Move,6691746,0.0042,1,1,00
Thailand Mobile True Move,6691734,0.0042,1,1,00
Thailand Mobile True Move,6691747,0.0042,1,1,00
Thailand Mobile True Move,6691718,0.0042,1,1,00
Thailand Mobile True Move,6691716,0.0042,1,1,00
Thailand Mobile True Move,6691072,0.0042,1,1,00
Thailand Mobile True Move,6691073,0.0042,1,1,00
Thailand Mobile True Move,6691074,0.0042,1,1,00
Thailand Mobile True Move,6691075,0.0042,1,1,00
Thailand Mobile True Move,6691076,0.0042,1,1,00
Thailand Mobile True Move,6691078,0.0042,1,1,00
Thailand Mobile True Move,6691079,0.0042,1,1,00
Thailand Mobile True Move,6691696,0.0042,1,1,00
Thailand Mobile True Move,6691697,0.0042,1,1,00
Thailand Mobile True Move,6691698,0.0042,1,1,00
Thailand Mobile True Move,6691701,0.0042,1,1,00
Thailand Mobile True Move,6691717,0.0042,1,1,00
Thailand Mobile True Move,6691702,0.0042,1,1,00
Thailand Mobile True Move,6691704,0.0042,1,1,00
Thailand Mobile True Move,6691705,0.0042,1,1,00
Thailand Mobile True Move,6691706,0.0042,1,1,00
Thailand Mobile True Move,6691707,0.0042,1,1,00
Thailand Mobile True Move,6691708,0.0042,1,1,00
Thailand Mobile True Move,6691709,0.0042,1,1,00
Thailand Mobile True Move,6691710,0.0042,1,1,00
Thailand Mobile True Move,6691712,0.0042,1,1,00
Thailand Mobile True Move,6691713,0.0042,1,1,00
Thailand Mobile True Move,6691714,0.0042,1,1,00
Thailand Mobile True Move,6691715,0.0042,1,1,00
Thailand Mobile True Move,6691703,0.0042,1,1,00
Thailand Mobile True Move,6691071,0.0042,1,1,00
Thailand Mobile True Move,6691748,0.0042,1,1,00
Thailand Mobile True Move,6691750,0.0042,1,1,00
Thailand Mobile True Move,6691782,0.0042,1,1,00
Thailand Mobile True Move,6691783,0.0042,1,1,00
Thailand Mobile True Move,6691784,0.0042,1,1,00
Thailand Mobile True Move,6691785,0.0042,1,1,00
Thailand Mobile True Move,6691786,0.0042,1,1,00
Thailand Mobile True Move,6691787,0.0042,1,1,00
Thailand Mobile True Move,6691789,0.0042,1,1,00
Thailand Mobile True Move,6691790,0.0042,1,1,00
Thailand Mobile True Move,6691791,0.0042,1,1,00
Thailand Mobile True Move,6691792,0.0042,1,1,00
Thailand Mobile True Move,6691793,0.0042,1,1,00
Thailand Mobile True Move,6691781,0.0042,1,1,00
Thailand Mobile True Move,6691794,0.0042,1,1,00
Thailand Mobile True Move,6691796,0.0042,1,1,00
Thailand Mobile True Move,6691797,0.0042,1,1,00
Thailand Mobile True Move,6691798,0.0042,1,1,00
Thailand Mobile True Move,6691801,0.0042,1,1,00
Thailand Mobile True Move,6691802,0.0042,1,1,00
Thailand Mobile True Move,6691803,0.0042,1,1,00
Thailand Mobile True Move,6691804,0.0042,1,1,00
Thailand Mobile True Move,6691805,0.0042,1,1,00
Thailand Mobile True Move,6691806,0.0042,1,1,00
Thailand Mobile True Move,6691807,0.0042,1,1,00
Thailand Mobile True Move,6691808,0.0042,1,1,00
Thailand Mobile True Move,6691795,0.0042,1,1,00
Thailand Mobile True Move,6691749,0.0042,1,1,00
Thailand Mobile True Move,6691780,0.0042,1,1,00
Thailand Mobile True Move,6691778,0.0042,1,1,00
Thailand Mobile True Move,6691751,0.0042,1,1,00
Thailand Mobile True Move,6691752,0.0042,1,1,00
Thailand Mobile True Move,6691753,0.0042,1,1,00
Thailand Mobile True Move,6691754,0.0042,1,1,00
Thailand Mobile True Move,6691756,0.0042,1,1,00
Thailand Mobile True Move,6691757,0.0042,1,1,00
Thailand Mobile True Move,6691758,0.0042,1,1,00
Thailand Mobile True Move,6691759,0.0042,1,1,00
Thailand Mobile True Move,6691760,0.0042,1,1,00
Thailand Mobile True Move,6691761,0.0042,1,1,00
Thailand Mobile True Move,6691762,0.0042,1,1,00
Thailand Mobile True Move,6691779,0.0042,1,1,00
Thailand Mobile True Move,6691763,0.0042,1,1,00
Thailand Mobile True Move,6691765,0.0042,1,1,00
Thailand Mobile True Move,6691767,0.0042,1,1,00
Thailand Mobile True Move,6691768,0.0042,1,1,00
Thailand Mobile True Move,6691769,0.0042,1,1,00
Thailand Mobile True Move,6691770,0.0042,1,1,00
Thailand Mobile True Move,6691771,0.0042,1,1,00
Thailand Mobile True Move,6691772,0.0042,1,1,00
Thailand Mobile True Move,6691773,0.0042,1,1,00
Thailand Mobile True Move,6691774,0.0042,1,1,00
Thailand Mobile True Move,6691775,0.0042,1,1,00
Thailand Mobile True Move,6691776,0.0042,1,1,00
Thailand Mobile True Move,6691764,0.0042,1,1,00
Thailand Mobile True Move,6691070,0.0042,1,1,00
Thailand Mobile True Move,6691069,0.0042,1,1,00
Thailand Mobile True Move,6691068,0.0042,1,1,00
Thailand Mobile True Move,6690976,0.0042,1,1,00
Thailand Mobile True Move,6690978,0.0042,1,1,00
Thailand Mobile True Move,6690979,0.0042,1,1,00
Thailand Mobile True Move,6690980,0.0042,1,1,00
Thailand Mobile True Move,6690981,0.0042,1,1,00
Thailand Mobile True Move,6690982,0.0042,1,1,00
Thailand Mobile True Move,6690983,0.0042,1,1,00
Thailand Mobile True Move,6690984,0.0042,1,1,00
Thailand Mobile True Move,6690985,0.0042,1,1,00
Thailand Mobile True Move,6690986,0.0042,1,1,00
Thailand Mobile True Move,6690987,0.0042,1,1,00
Thailand Mobile True Move,6690975,0.0042,1,1,00
Thailand Mobile True Move,6690989,0.0042,1,1,00
Thailand Mobile True Move,6690991,0.0042,1,1,00
Thailand Mobile True Move,6690992,0.0042,1,1,00
Thailand Mobile True Move,6690993,0.0042,1,1,00
Thailand Mobile True Move,6690994,0.0042,1,1,00
Thailand Mobile True Move,6690995,0.0042,1,1,00
Thailand Mobile True Move,6690996,0.0042,1,1,00
Thailand Mobile True Move,6690997,0.0042,1,1,00
Thailand Mobile True Move,6690998,0.0042,1,1,00
Thailand Mobile True Move,6691001,0.0042,1,1,00
Thailand Mobile True Move,6691002,0.0042,1,1,00
Thailand Mobile True Move,6691003,0.0042,1,1,00
Thailand Mobile True Move,6690990,0.0042,1,1,00
Thailand Mobile True Move,6691004,0.0042,1,1,00
Thailand Mobile True Move,6690974,0.0042,1,1,00
Thailand Mobile True Move,6690972,0.0042,1,1,00
Thailand Mobile True Move,6690946,0.0042,1,1,00
Thailand Mobile True Move,6690947,0.0042,1,1,00
Thailand Mobile True Move,6690948,0.0042,1,1,00
Thailand Mobile True Move,6690949,0.0042,1,1,00
Thailand Mobile True Move,6690950,0.0042,1,1,00
Thailand Mobile True Move,6690951,0.0042,1,1,00
Thailand Mobile True Move,6690952,0.0042,1,1,00
Thailand Mobile True Move,6690953,0.0042,1,1,00
Thailand Mobile True Move,6690954,0.0042,1,1,00
Thailand Mobile True Move,6690956,0.0042,1,1,00
Thailand Mobile True Move,6690957,0.0042,1,1,00
Thailand Mobile True Move,6690973,0.0042,1,1,00
Thailand Mobile True Move,6690958,0.0042,1,1,00
Thailand Mobile True Move,6690960,0.0042,1,1,00
Thailand Mobile True Move,6690961,0.0042,1,1,00
Thailand Mobile True Move,6690962,0.0042,1,1,00
Thailand Mobile True Move,6690963,0.0042,1,1,00
Thailand Mobile True Move,6690964,0.0042,1,1,00
Thailand Mobile True Move,6690965,0.0042,1,1,00
Thailand Mobile True Move,6690967,0.0042,1,1,00
Thailand Mobile True Move,6690968,0.0042,1,1,00
Thailand Mobile True Move,6690969,0.0042,1,1,00
Thailand Mobile True Move,6690970,0.0042,1,1,00
Thailand Mobile True Move,6690971,0.0042,1,1,00
Thailand Mobile True Move,6690959,0.0042,1,1,00
Thailand Mobile True Move,6691005,0.0042,1,1,00
Thailand Mobile True Move,6691006,0.0042,1,1,00
Thailand Mobile True Move,6691007,0.0042,1,1,00
Thailand Mobile True Move,6691041,0.0042,1,1,00
Thailand Mobile True Move,6691042,0.0042,1,1,00
Thailand Mobile True Move,6691043,0.0042,1,1,00
Thailand Mobile True Move,6691045,0.0042,1,1,00
Thailand Mobile True Move,6691046,0.0042,1,1,00
Thailand Mobile True Move,6691047,0.0042,1,1,00
Thailand Mobile True Move,6691048,0.0042,1,1,00
Thailand Mobile True Move,6691049,0.0042,1,1,00
Thailand Mobile True Move,6691050,0.0042,1,1,00
Thailand Mobile True Move,6691051,0.0042,1,1,00
Thailand Mobile True Move,6691052,0.0042,1,1,00
Thailand Mobile True Move,6691040,0.0042,1,1,00
Thailand Mobile True Move,6691053,0.0042,1,1,00
Thailand Mobile True Move,6691056,0.0042,1,1,00
Thailand Mobile True Move,6691057,0.0042,1,1,00
Thailand Mobile True Move,6691058,0.0042,1,1,00
Thailand Mobile True Move,6691059,0.0042,1,1,00
Thailand Mobile True Move,6691060,0.0042,1,1,00
Thailand Mobile True Move,6691061,0.0042,1,1,00
Thailand Mobile True Move,6691062,0.0042,1,1,00
Thailand Mobile True Move,6691063,0.0042,1,1,00
Thailand Mobile True Move,6691064,0.0042,1,1,00
Thailand Mobile True Move,6691065,0.0042,1,1,00
Thailand Mobile True Move,6691067,0.0042,1,1,00
Thailand Mobile True Move,6691054,0.0042,1,1,00
Thailand Mobile True Move,6691039,0.0042,1,1,00
Thailand Mobile True Move,6691038,0.0042,1,1,00
Thailand Mobile True Move,6691037,0.0042,1,1,00
Thailand Mobile True Move,6691008,0.0042,1,1,00
Thailand Mobile True Move,6691009,0.0042,1,1,00
Thailand Mobile True Move,6691010,0.0042,1,1,00
Thailand Mobile True Move,6691012,0.0042,1,1,00
Thailand Mobile True Move,6691013,0.0042,1,1,00
Thailand Mobile True Move,6691014,0.0042,1,1,00
Thailand Mobile True Move,6691015,0.0042,1,1,00
Thailand Mobile True Move,6691016,0.0042,1,1,00
Thailand Mobile True Move,6691017,0.0042,1,1,00
Thailand Mobile True Move,6691018,0.0042,1,1,00
Thailand Mobile True Move,6691020,0.0042,1,1,00
Thailand Mobile True Move,6691021,0.0042,1,1,00
Thailand Mobile True Move,6691023,0.0042,1,1,00
Thailand Mobile True Move,6691024,0.0042,1,1,00
Thailand Mobile True Move,6691025,0.0042,1,1,00
Thailand Mobile True Move,6691026,0.0042,1,1,00
Thailand Mobile True Move,6691027,0.0042,1,1,00
Thailand Mobile True Move,6691028,0.0042,1,1,00
Thailand Mobile True Move,6691029,0.0042,1,1,00
Thailand Mobile True Move,6691030,0.0042,1,1,00
Thailand Mobile True Move,6691031,0.0042,1,1,00
Thailand Mobile True Move,6691032,0.0042,1,1,00
Thailand Mobile True Move,6691034,0.0042,1,1,00
Thailand Mobile True Move,6691035,0.0042,1,1,00
Thailand Mobile True Move,6691036,0.0042,1,1,00
Thailand Mobile True Move,6691809,0.0042,1,1,00
Thailand Mobile True Move,6690945,0.0042,1,1,00
Thailand Mobile True Move,6691810,0.0042,1,1,00
Thailand Mobile True Move,6691813,0.0042,1,1,00
Thailand Mobile True Move,6693875,0.0042,1,1,00
Thailand Mobile True Move,6693876,0.0042,1,1,00
Thailand Mobile True Move,6693878,0.0042,1,1,00
Thailand Mobile True Move,6693879,0.0042,1,1,00
Thailand Mobile True Move,6693880,0.0042,1,1,00
Thailand Mobile True Move,6693881,0.0042,1,1,00
Thailand Mobile True Move,6693882,0.0042,1,1,00
Thailand Mobile True Move,6693883,0.0042,1,1,00
Thailand Mobile True Move,6693884,0.0042,1,1,00
Thailand Mobile True Move,6693885,0.0042,1,1,00
Thailand Mobile True Move,6693886,0.0042,1,1,00
Thailand Mobile True Move,6693874,0.0042,1,1,00
Thailand Mobile True Move,6693887,0.0042,1,1,00
Thailand Mobile True Move,6693890,0.0042,1,1,00
Thailand Mobile True Move,6693891,0.0042,1,1,00
Thailand Mobile True Move,6693892,0.0042,1,1,00
Thailand Mobile True Move,6693893,0.0042,1,1,00
Thailand Mobile True Move,6693894,0.0042,1,1,00
Thailand Mobile True Move,6693895,0.0042,1,1,00
Thailand Mobile True Move,6693896,0.0042,1,1,00
